y,y_pred,y_label,file,model
0,0,202102,"Antigua and Barbuda.csv","KNN_8_2"
0,0,202104,"Antigua and Barbuda.csv","KNN_8_2"
1,0,202103,"Antigua and Barbuda.csv","KNN_8_3"
0,0,202102,"Antigua and Barbuda.csv","KNN_8_3"
0,0,202104,"Antigua and Barbuda.csv","KNN_8_3"
1,0,202103,"Antigua and Barbuda.csv","KNN_8_4"
0,0,202102,"Antigua and Barbuda.csv","KNN_8_4"
0,0,202104,"Antigua and Barbuda.csv","KNN_8_4"
1,0,202103,"Antigua and Barbuda.csv","KNN_8_5"
0,0,202102,"Antigua and Barbuda.csv","KNN_8_5"
0,0,202104,"Antigua and Barbuda.csv","KNN_8_5"
1,1,202103,"Antigua and Barbuda.csv","MLP_50_1_50"
0,0,202102,"Antigua and Barbuda.csv","MLP_50_1_50"
0,0,202104,"Antigua and Barbuda.csv","MLP_50_1_50"
1,1,202103,"Antigua and Barbuda.csv","MLP_50_1_100"
0,0,202102,"Antigua and Barbuda.csv","MLP_50_1_100"
0,0,202104,"Antigua and Barbuda.csv","MLP_50_1_100"
1,1,202103,"Antigua and Barbuda.csv","MLP_50_1_200"
0,0,202102,"Antigua and Barbuda.csv","MLP_50_1_200"
0,0,202104,"Antigua and Barbuda.csv","MLP_50_1_200"
1,1,202103,"Antigua and Barbuda.csv","MLP_50_2_50"
0,0,202102,"Antigua and Barbuda.csv","MLP_50_2_50"
0,0,202104,"Antigua and Barbuda.csv","MLP_50_2_50"
1,1,202103,"Antigua and Barbuda.csv","MLP_50_2_100"
0,0,202102,"Antigua and Barbuda.csv","MLP_50_2_100"
0,0,202104,"Antigua and Barbuda.csv","MLP_50_2_100"
1,0,202103,"Antigua and Barbuda.csv","MLP_50_2_200"
0,0,202102,"Antigua and Barbuda.csv","MLP_50_2_200"
0,0,202104,"Antigua and Barbuda.csv","MLP_50_2_200"
1,1,202103,"Antigua and Barbuda.csv","MLP_50_3_50"
0,0,202102,"Antigua and Barbuda.csv","MLP_50_3_50"
0,0,202104,"Antigua and Barbuda.csv","MLP_50_3_50"
1,1,202103,"Antigua and Barbuda.csv","MLP_50_3_100"
0,0,202102,"Antigua and Barbuda.csv","MLP_50_3_100"
0,0,202104,"Antigua and Barbuda.csv","MLP_50_3_100"
1,0,202103,"Antigua and Barbuda.csv","MLP_50_3_200"
0,0,202102,"Antigua and Barbuda.csv","MLP_50_3_200"
0,0,202104,"Antigua and Barbuda.csv","MLP_50_3_200"
1,1,202103,"Antigua and Barbuda.csv","MLP_100_1_50"
0,0,202102,"Antigua and Barbuda.csv","MLP_100_1_50"
0,0,202104,"Antigua and Barbuda.csv","MLP_100_1_50"
1,1,202103,"Antigua and Barbuda.csv","MLP_100_1_100"
0,0,202102,"Antigua and Barbuda.csv","MLP_100_1_100"
0,0,202104,"Antigua and Barbuda.csv","MLP_100_1_100"
1,0,202103,"Antigua and Barbuda.csv","MLP_100_1_200"
0,0,202102,"Antigua and Barbuda.csv","MLP_100_1_200"
0,0,202104,"Antigua and Barbuda.csv","MLP_100_1_200"
1,0,202103,"Antigua and Barbuda.csv","MLP_100_2_50"
0,0,202102,"Antigua and Barbuda.csv","MLP_100_2_50"
0,0,202104,"Antigua and Barbuda.csv","MLP_100_2_50"
1,0,202103,"Antigua and Barbuda.csv","MLP_100_2_100"
0,0,202102,"Antigua and Barbuda.csv","MLP_100_2_100"
0,0,202104,"Antigua and Barbuda.csv","MLP_100_2_100"
1,1,202103,"Antigua and Barbuda.csv","MLP_100_2_200"
0,0,202102,"Antigua and Barbuda.csv","MLP_100_2_200"
0,0,202104,"Antigua and Barbuda.csv","MLP_100_2_200"
1,1,202103,"Antigua and Barbuda.csv","MLP_100_3_50"
0,0,202102,"Antigua and Barbuda.csv","MLP_100_3_50"
0,0,202104,"Antigua and Barbuda.csv","MLP_100_3_50"
1,1,202103,"Antigua and Barbuda.csv","MLP_100_3_100"
0,0,202102,"Antigua and Barbuda.csv","MLP_100_3_100"
0,0,202104,"Antigua and Barbuda.csv","MLP_100_3_100"
1,1,202103,"Antigua and Barbuda.csv","MLP_100_3_200"
0,0,202102,"Antigua and Barbuda.csv","MLP_100_3_200"
0,0,202104,"Antigua and Barbuda.csv","MLP_100_3_200"
1,0,202103,"Antigua and Barbuda.csv","MLP_200_1_50"
0,0,202102,"Antigua and Barbuda.csv","MLP_200_1_50"
0,0,202104,"Antigua and Barbuda.csv","MLP_200_1_50"
1,0,202103,"Antigua and Barbuda.csv","MLP_200_1_100"
0,0,202102,"Antigua and Barbuda.csv","MLP_200_1_100"
0,0,202104,"Antigua and Barbuda.csv","MLP_200_1_100"
1,0,202103,"Antigua and Barbuda.csv","MLP_200_1_200"
0,0,202102,"Antigua and Barbuda.csv","MLP_200_1_200"
0,0,202104,"Antigua and Barbuda.csv","MLP_200_1_200"
1,1,202103,"Antigua and Barbuda.csv","MLP_200_2_50"
0,0,202102,"Antigua and Barbuda.csv","MLP_200_2_50"
0,0,202104,"Antigua and Barbuda.csv","MLP_200_2_50"
1,1,202103,"Antigua and Barbuda.csv","MLP_200_2_100"
0,0,202102,"Antigua and Barbuda.csv","MLP_200_2_100"
0,0,202104,"Antigua and Barbuda.csv","MLP_200_2_100"
1,1,202103,"Antigua and Barbuda.csv","MLP_200_2_200"
0,0,202102,"Antigua and Barbuda.csv","MLP_200_2_200"
0,0,202104,"Antigua and Barbuda.csv","MLP_200_2_200"
1,1,202103,"Antigua and Barbuda.csv","MLP_200_3_50"
0,0,202102,"Antigua and Barbuda.csv","MLP_200_3_50"
0,0,202104,"Antigua and Barbuda.csv","MLP_200_3_50"
1,1,202103,"Antigua and Barbuda.csv","MLP_200_3_100"
0,0,202102,"Antigua and Barbuda.csv","MLP_200_3_100"
0,0,202104,"Antigua and Barbuda.csv","MLP_200_3_100"
1,1,202103,"Antigua and Barbuda.csv","MLP_200_3_200"
0,0,202102,"Antigua and Barbuda.csv","MLP_200_3_200"
0,0,202104,"Antigua and Barbuda.csv","MLP_200_3_200"
1,1,202103,"Antigua and Barbuda.csv","LSTM_50_1_50"
0,0,202102,"Antigua and Barbuda.csv","LSTM_50_1_50"
0,0,202104,"Antigua and Barbuda.csv","LSTM_50_1_50"
1,1,202103,"Antigua and Barbuda.csv","LSTM_50_1_100"
0,0,202102,"Antigua and Barbuda.csv","LSTM_50_1_100"
0,0,202104,"Antigua and Barbuda.csv","LSTM_50_1_100"
1,1,202103,"Antigua and Barbuda.csv","LSTM_50_1_200"
0,0,202102,"Antigua and Barbuda.csv","LSTM_50_1_200"
0,0,202104,"Antigua and Barbuda.csv","LSTM_50_1_200"
1,1,202103,"Antigua and Barbuda.csv","LSTM_50_2_50"
0,0,202102,"Antigua and Barbuda.csv","LSTM_50_2_50"
0,0,202104,"Antigua and Barbuda.csv","LSTM_50_2_50"
1,0,202103,"Antigua and Barbuda.csv","LSTM_50_2_100"
0,0,202102,"Antigua and Barbuda.csv","LSTM_50_2_100"
0,0,202104,"Antigua and Barbuda.csv","LSTM_50_2_100"
1,0,202103,"Antigua and Barbuda.csv","LSTM_50_2_200"
0,0,202102,"Antigua and Barbuda.csv","LSTM_50_2_200"
0,0,202104,"Antigua and Barbuda.csv","LSTM_50_2_200"
1,1,202103,"Antigua and Barbuda.csv","LSTM_50_3_50"
0,1,202102,"Antigua and Barbuda.csv","LSTM_50_3_50"
0,1,202104,"Antigua and Barbuda.csv","LSTM_50_3_50"
1,1,202103,"Antigua and Barbuda.csv","LSTM_50_3_100"
0,1,202102,"Antigua and Barbuda.csv","LSTM_50_3_100"
0,1,202104,"Antigua and Barbuda.csv","LSTM_50_3_100"
1,1,202103,"Antigua and Barbuda.csv","LSTM_50_3_200"
0,0,202102,"Antigua and Barbuda.csv","LSTM_50_3_200"
0,0,202104,"Antigua and Barbuda.csv","LSTM_50_3_200"
1,1,202103,"Antigua and Barbuda.csv","LSTM_100_1_50"
0,0,202102,"Antigua and Barbuda.csv","LSTM_100_1_50"
0,0,202104,"Antigua and Barbuda.csv","LSTM_100_1_50"
1,1,202103,"Antigua and Barbuda.csv","LSTM_100_1_100"
0,0,202102,"Antigua and Barbuda.csv","LSTM_100_1_100"
0,0,202104,"Antigua and Barbuda.csv","LSTM_100_1_100"
1,1,202103,"Antigua and Barbuda.csv","LSTM_100_1_200"
0,0,202102,"Antigua and Barbuda.csv","LSTM_100_1_200"
0,0,202104,"Antigua and Barbuda.csv","LSTM_100_1_200"
1,1,202103,"Antigua and Barbuda.csv","LSTM_100_2_50"
0,0,202102,"Antigua and Barbuda.csv","LSTM_100_2_50"
0,0,202104,"Antigua and Barbuda.csv","LSTM_100_2_50"
1,1,202103,"Antigua and Barbuda.csv","LSTM_100_2_100"
0,0,202102,"Antigua and Barbuda.csv","LSTM_100_2_100"
0,0,202104,"Antigua and Barbuda.csv","LSTM_100_2_100"
1,1,202103,"Antigua and Barbuda.csv","LSTM_100_2_200"
0,0,202102,"Antigua and Barbuda.csv","LSTM_100_2_200"
0,0,202104,"Antigua and Barbuda.csv","LSTM_100_2_200"
1,1,202103,"Antigua and Barbuda.csv","LSTM_100_3_50"
0,0,202102,"Antigua and Barbuda.csv","LSTM_100_3_50"
0,0,202104,"Antigua and Barbuda.csv","LSTM_100_3_50"
1,1,202103,"Antigua and Barbuda.csv","LSTM_100_3_100"
0,1,202102,"Antigua and Barbuda.csv","LSTM_100_3_100"
0,1,202104,"Antigua and Barbuda.csv","LSTM_100_3_100"
1,1,202103,"Antigua and Barbuda.csv","LSTM_100_3_200"
0,1,202102,"Antigua and Barbuda.csv","LSTM_100_3_200"
0,1,202104,"Antigua and Barbuda.csv","LSTM_100_3_200"
1,1,202103,"Antigua and Barbuda.csv","LSTM_200_1_50"
0,0,202102,"Antigua and Barbuda.csv","LSTM_200_1_50"
0,0,202104,"Antigua and Barbuda.csv","LSTM_200_1_50"
1,1,202103,"Antigua and Barbuda.csv","LSTM_200_1_100"
0,0,202102,"Antigua and Barbuda.csv","LSTM_200_1_100"
0,0,202104,"Antigua and Barbuda.csv","LSTM_200_1_100"
1,0,202103,"Antigua and Barbuda.csv","LSTM_200_1_200"
0,0,202102,"Antigua and Barbuda.csv","LSTM_200_1_200"
0,0,202104,"Antigua and Barbuda.csv","LSTM_200_1_200"
1,1,202103,"Antigua and Barbuda.csv","LSTM_200_2_50"
0,0,202102,"Antigua and Barbuda.csv","LSTM_200_2_50"
0,0,202104,"Antigua and Barbuda.csv","LSTM_200_2_50"
1,0,202103,"Antigua and Barbuda.csv","LSTM_200_2_100"
0,0,202102,"Antigua and Barbuda.csv","LSTM_200_2_100"
0,0,202104,"Antigua and Barbuda.csv","LSTM_200_2_100"
1,1,202103,"Antigua and Barbuda.csv","LSTM_200_2_200"
0,0,202102,"Antigua and Barbuda.csv","LSTM_200_2_200"
0,0,202104,"Antigua and Barbuda.csv","LSTM_200_2_200"
1,1,202103,"Antigua and Barbuda.csv","LSTM_200_3_50"
0,0,202102,"Antigua and Barbuda.csv","LSTM_200_3_50"
0,0,202104,"Antigua and Barbuda.csv","LSTM_200_3_50"
1,0,202103,"Antigua and Barbuda.csv","LSTM_200_3_100"
0,0,202102,"Antigua and Barbuda.csv","LSTM_200_3_100"
0,0,202104,"Antigua and Barbuda.csv","LSTM_200_3_100"
1,1,202103,"Antigua and Barbuda.csv","LSTM_200_3_200"
0,0,202102,"Antigua and Barbuda.csv","LSTM_200_3_200"
0,0,202104,"Antigua and Barbuda.csv","LSTM_200_3_200"
0,1,202008,"Argentina.csv","ARIMA_2_1"
0,0,202009,"Argentina.csv","ARIMA_2_1"
1,1,202010,"Argentina.csv","ARIMA_2_1"
0,0,202011,"Argentina.csv","ARIMA_2_1"
0,0,202012,"Argentina.csv","ARIMA_2_1"
0,1,202013,"Argentina.csv","ARIMA_2_1"
0,0,202008,"Argentina.csv","ARIMA_2_2"
0,1,202009,"Argentina.csv","ARIMA_2_2"
1,0,202010,"Argentina.csv","ARIMA_2_2"
0,1,202011,"Argentina.csv","ARIMA_2_2"
0,0,202012,"Argentina.csv","ARIMA_2_2"
0,1,202013,"Argentina.csv","ARIMA_2_2"
0,0,202008,"Argentina.csv","ARIMA_2_3"
0,1,202009,"Argentina.csv","ARIMA_2_3"
1,1,202010,"Argentina.csv","ARIMA_2_3"
0,0,202011,"Argentina.csv","ARIMA_2_3"
0,1,202012,"Argentina.csv","ARIMA_2_3"
0,1,202013,"Argentina.csv","ARIMA_2_3"
0,1,202008,"Argentina.csv","ARIMA_4_1"
0,0,202009,"Argentina.csv","ARIMA_4_1"
1,1,202010,"Argentina.csv","ARIMA_4_1"
0,0,202011,"Argentina.csv","ARIMA_4_1"
0,0,202012,"Argentina.csv","ARIMA_4_1"
0,1,202013,"Argentina.csv","ARIMA_4_1"
0,1,202008,"Argentina.csv","ARIMA_4_2"
0,0,202009,"Argentina.csv","ARIMA_4_2"
1,0,202010,"Argentina.csv","ARIMA_4_2"
0,1,202011,"Argentina.csv","ARIMA_4_2"
0,0,202012,"Argentina.csv","ARIMA_4_2"
0,1,202013,"Argentina.csv","ARIMA_4_2"
0,1,202008,"Argentina.csv","ARIMA_4_3"
0,1,202009,"Argentina.csv","ARIMA_4_3"
1,0,202010,"Argentina.csv","ARIMA_4_3"
0,1,202011,"Argentina.csv","ARIMA_4_3"
0,0,202012,"Argentina.csv","ARIMA_4_3"
0,1,202013,"Argentina.csv","ARIMA_4_3"
0,1,202008,"Argentina.csv","ARIMA_8_1"
0,0,202009,"Argentina.csv","ARIMA_8_1"
1,1,202010,"Argentina.csv","ARIMA_8_1"
0,1,202011,"Argentina.csv","ARIMA_8_1"
0,0,202012,"Argentina.csv","ARIMA_8_1"
0,1,202013,"Argentina.csv","ARIMA_8_1"
0,1,202008,"Argentina.csv","ARIMA_8_2"
0,0,202009,"Argentina.csv","ARIMA_8_2"
1,1,202010,"Argentina.csv","ARIMA_8_2"
0,1,202011,"Argentina.csv","ARIMA_8_2"
0,0,202012,"Argentina.csv","ARIMA_8_2"
0,1,202013,"Argentina.csv","ARIMA_8_2"
0,1,202008,"Argentina.csv","ARIMA_8_3"
0,0,202009,"Argentina.csv","ARIMA_8_3"
1,1,202010,"Argentina.csv","ARIMA_8_3"
0,0,202011,"Argentina.csv","ARIMA_8_3"
0,0,202012,"Argentina.csv","ARIMA_8_3"
0,1,202013,"Argentina.csv","ARIMA_8_3"
0,0,202012,"Argentina.csv","KNN_2_1"
0,0,202011,"Argentina.csv","KNN_2_1"
0,0,202013,"Argentina.csv","KNN_2_1"
0,0,202012,"Argentina.csv","KNN_2_2"
0,0,202011,"Argentina.csv","KNN_2_2"
0,0,202013,"Argentina.csv","KNN_2_2"
0,0,202012,"Argentina.csv","KNN_2_3"
0,0,202011,"Argentina.csv","KNN_2_3"
0,0,202013,"Argentina.csv","KNN_2_3"
0,0,202012,"Argentina.csv","KNN_2_4"
0,0,202011,"Argentina.csv","KNN_2_4"
0,0,202013,"Argentina.csv","KNN_2_4"
0,0,202012,"Argentina.csv","KNN_2_5"
0,0,202011,"Argentina.csv","KNN_2_5"
0,0,202013,"Argentina.csv","KNN_2_5"
0,0,202012,"Argentina.csv","KNN_4_1"
0,0,202011,"Argentina.csv","KNN_4_1"
0,1,202013,"Argentina.csv","KNN_4_1"
0,0,202012,"Argentina.csv","KNN_4_2"
0,0,202011,"Argentina.csv","KNN_4_2"
0,1,202013,"Argentina.csv","KNN_4_2"
0,0,202012,"Argentina.csv","KNN_4_3"
0,0,202011,"Argentina.csv","KNN_4_3"
0,1,202013,"Argentina.csv","KNN_4_3"
0,0,202012,"Argentina.csv","KNN_4_4"
0,0,202011,"Argentina.csv","KNN_4_4"
0,1,202013,"Argentina.csv","KNN_4_4"
0,0,202012,"Argentina.csv","KNN_4_5"
0,0,202011,"Argentina.csv","KNN_4_5"
0,1,202013,"Argentina.csv","KNN_4_5"
0,0,202012,"Argentina.csv","KNN_8_1"
0,0,202011,"Argentina.csv","KNN_8_1"
0,1,202013,"Argentina.csv","KNN_8_1"
0,0,202012,"Argentina.csv","KNN_8_2"
0,0,202011,"Argentina.csv","KNN_8_2"
0,1,202013,"Argentina.csv","KNN_8_2"
0,0,202012,"Argentina.csv","KNN_8_3"
0,0,202011,"Argentina.csv","KNN_8_3"
0,1,202013,"Argentina.csv","KNN_8_3"
0,0,202012,"Argentina.csv","KNN_8_4"
0,0,202011,"Argentina.csv","KNN_8_4"
0,1,202013,"Argentina.csv","KNN_8_4"
0,0,202012,"Argentina.csv","KNN_8_5"
0,0,202011,"Argentina.csv","KNN_8_5"
0,1,202013,"Argentina.csv","KNN_8_5"
0,1,202012,"Argentina.csv","MLP_50_1_50"
0,0,202011,"Argentina.csv","MLP_50_1_50"
0,1,202013,"Argentina.csv","MLP_50_1_50"
0,0,202012,"Argentina.csv","MLP_50_1_100"
0,0,202011,"Argentina.csv","MLP_50_1_100"
0,1,202013,"Argentina.csv","MLP_50_1_100"
0,1,202012,"Argentina.csv","MLP_50_1_200"
0,0,202011,"Argentina.csv","MLP_50_1_200"
0,1,202013,"Argentina.csv","MLP_50_1_200"
0,0,202012,"Argentina.csv","MLP_50_2_50"
0,0,202011,"Argentina.csv","MLP_50_2_50"
0,1,202013,"Argentina.csv","MLP_50_2_50"
0,0,202012,"Argentina.csv","MLP_50_2_100"
0,0,202011,"Argentina.csv","MLP_50_2_100"
0,1,202013,"Argentina.csv","MLP_50_2_100"
0,0,202012,"Argentina.csv","MLP_50_2_200"
0,0,202011,"Argentina.csv","MLP_50_2_200"
0,0,202013,"Argentina.csv","MLP_50_2_200"
0,0,202012,"Argentina.csv","MLP_50_3_50"
0,0,202011,"Argentina.csv","MLP_50_3_50"
0,1,202013,"Argentina.csv","MLP_50_3_50"
0,0,202012,"Argentina.csv","MLP_50_3_100"
0,0,202011,"Argentina.csv","MLP_50_3_100"
0,0,202013,"Argentina.csv","MLP_50_3_100"
0,0,202012,"Argentina.csv","MLP_50_3_200"
0,0,202011,"Argentina.csv","MLP_50_3_200"
0,0,202013,"Argentina.csv","MLP_50_3_200"
0,0,202012,"Argentina.csv","MLP_100_1_50"
0,0,202011,"Argentina.csv","MLP_100_1_50"
0,1,202013,"Argentina.csv","MLP_100_1_50"
0,0,202012,"Argentina.csv","MLP_100_1_100"
0,0,202011,"Argentina.csv","MLP_100_1_100"
0,1,202013,"Argentina.csv","MLP_100_1_100"
0,0,202012,"Argentina.csv","MLP_100_1_200"
0,0,202011,"Argentina.csv","MLP_100_1_200"
0,0,202013,"Argentina.csv","MLP_100_1_200"
0,0,202012,"Argentina.csv","MLP_100_2_50"
0,0,202011,"Argentina.csv","MLP_100_2_50"
0,1,202013,"Argentina.csv","MLP_100_2_50"
0,0,202012,"Argentina.csv","MLP_100_2_100"
0,0,202011,"Argentina.csv","MLP_100_2_100"
0,0,202013,"Argentina.csv","MLP_100_2_100"
0,0,202012,"Argentina.csv","MLP_100_2_200"
0,0,202011,"Argentina.csv","MLP_100_2_200"
0,0,202013,"Argentina.csv","MLP_100_2_200"
0,0,202012,"Argentina.csv","MLP_100_3_50"
0,0,202011,"Argentina.csv","MLP_100_3_50"
0,0,202013,"Argentina.csv","MLP_100_3_50"
0,0,202012,"Argentina.csv","MLP_100_3_100"
0,0,202011,"Argentina.csv","MLP_100_3_100"
0,0,202013,"Argentina.csv","MLP_100_3_100"
0,0,202012,"Argentina.csv","MLP_100_3_200"
0,0,202011,"Argentina.csv","MLP_100_3_200"
0,0,202013,"Argentina.csv","MLP_100_3_200"
0,0,202012,"Argentina.csv","MLP_200_1_50"
0,0,202011,"Argentina.csv","MLP_200_1_50"
0,0,202013,"Argentina.csv","MLP_200_1_50"
0,0,202012,"Argentina.csv","MLP_200_1_100"
0,0,202011,"Argentina.csv","MLP_200_1_100"
0,0,202013,"Argentina.csv","MLP_200_1_100"
0,0,202012,"Argentina.csv","MLP_200_1_200"
0,0,202011,"Argentina.csv","MLP_200_1_200"
0,0,202013,"Argentina.csv","MLP_200_1_200"
0,0,202012,"Argentina.csv","MLP_200_2_50"
0,0,202011,"Argentina.csv","MLP_200_2_50"
0,0,202013,"Argentina.csv","MLP_200_2_50"
0,0,202012,"Argentina.csv","MLP_200_2_100"
0,0,202011,"Argentina.csv","MLP_200_2_100"
0,0,202013,"Argentina.csv","MLP_200_2_100"
0,0,202012,"Argentina.csv","MLP_200_2_200"
0,0,202011,"Argentina.csv","MLP_200_2_200"
0,0,202013,"Argentina.csv","MLP_200_2_200"
0,0,202012,"Argentina.csv","MLP_200_3_50"
0,0,202011,"Argentina.csv","MLP_200_3_50"
0,0,202013,"Argentina.csv","MLP_200_3_50"
0,0,202012,"Argentina.csv","MLP_200_3_100"
0,0,202011,"Argentina.csv","MLP_200_3_100"
0,0,202013,"Argentina.csv","MLP_200_3_100"
0,0,202012,"Argentina.csv","MLP_200_3_200"
0,0,202011,"Argentina.csv","MLP_200_3_200"
0,0,202013,"Argentina.csv","MLP_200_3_200"
0,1,202012,"Argentina.csv","LSTM_50_1_50"
0,0,202011,"Argentina.csv","LSTM_50_1_50"
0,1,202013,"Argentina.csv","LSTM_50_1_50"
0,1,202012,"Argentina.csv","LSTM_50_1_100"
0,0,202011,"Argentina.csv","LSTM_50_1_100"
0,1,202013,"Argentina.csv","LSTM_50_1_100"
0,1,202012,"Argentina.csv","LSTM_50_1_200"
0,0,202011,"Argentina.csv","LSTM_50_1_200"
0,1,202013,"Argentina.csv","LSTM_50_1_200"
0,0,202012,"Argentina.csv","LSTM_50_2_50"
0,0,202011,"Argentina.csv","LSTM_50_2_50"
0,1,202013,"Argentina.csv","LSTM_50_2_50"
0,0,202012,"Argentina.csv","LSTM_50_2_100"
0,0,202011,"Argentina.csv","LSTM_50_2_100"
0,1,202013,"Argentina.csv","LSTM_50_2_100"
0,0,202012,"Argentina.csv","LSTM_50_2_200"
0,0,202011,"Argentina.csv","LSTM_50_2_200"
0,1,202013,"Argentina.csv","LSTM_50_2_200"
0,0,202012,"Argentina.csv","LSTM_50_3_50"
0,0,202011,"Argentina.csv","LSTM_50_3_50"
0,1,202013,"Argentina.csv","LSTM_50_3_50"
